tile_id,device_id,timestamp_utc,temperature_c,latitude,longitude,altitude_m,city,country
T3,02:00:00:6b:51:d8,2026-02-07T18:15:51+00:00,5.2,52.831651,6.366649,11,Dwingeloo,NL
T3,02:00:00:12:c6:86,2026-02-07T18:16:38+00:00,5.4,52.852425,6.508488,13,Midden-Drenthe,NL
T3,02:00:00:7f:cc:e6,2026-02-07T18:13:51+00:00,4.7,52.855374,6.507672,11,Beilen,NL
T3,02:00:00:c2:45:32,2026-02-07T18:14:39+00:00,5.2,52.859442,6.51131000000009,14,Beilen,NL
T3,02:00:00:69:2d:d2,2026-02-07T18:20:51+00:00,4.4,52.8075180053711,6.65639019012451,16,Midden-Drenthe,NL
T3,02:00:00:b5:52:34,2026-02-07T18:12:32+00:00,4.7,52.811566,6.660832,17,Witteveen,NL
T3,02:00:00:ab:e8:6e,2026-02-07T18:15:03+00:00,5.2,52.856155,6.598584,16,Midden-Drenthe,NL
T3,02:00:00:a4:35:86,2026-02-07T18:21:34+00:00,3.5,52.845043182373,6.75627517700195,21,Coevorden,NL
T3,02:00:00:2a:d3:e8,2026-02-07T18:14:43+00:00,3.7,52.8561676174162,6.74665304418893,20,Coevorden,NL
T3,02:00:00:b2:c6:ac,2026-02-07T18:16:25+00:00,4.1,52.8572080854602,6.74684484744336,21,Coevorden,NL
T3,02:00:00:a2:22:58,2026-02-07T18:19:29+00:00,5.5,52.844,6.8,15,Odoornerveen,NL
T3,02:00:00:a9:8d:1c,2026-02-07T18:14:16+00:00,3.7,52.8267822265625,6.85714149475098,21,Klijndijk,NL
T3,02:00:00:58:bf:fc,2026-02-07T18:14:11+00:00,3.5,52.84258,6.880722,23,Borger-Odoorn,NL
T3,02:00:00:01:a9:4e,2026-02-07T18:12:43+00:00,3.6,52.818488,6.930427,15,Emmen,NL
T3,02:00:00:7f:cb:c8,2026-02-07T18:13:08+00:00,3.3,52.811005,7.085897,14,Haren (Ems),DE
T3,02:00:00:7f:a6:a2,2026-02-07T18:12:47+00:00,3.8,52.842113,7.033811,12,Roswinkel,NL
T3,02:00:00:64:1d:1a,2026-02-07T18:14:46+00:00,3.7,52.818312,7.136791,15,Altenberge,DE
T3,02:00:00:b4:ef:64,2026-02-07T18:19:17+00:00,3.0,52.8304862976074,7.13993835449219,13,Haren (Ems),DE
T3,02:00:00:b5:0a:ae,2026-02-07T18:12:08+00:00,2.1,52.8033567971499,7.23021112682958,8,Haren (Ems),DE
T3,02:00:00:b2:c3:48,2026-02-07T18:18:12+00:00,3.1,52.848996,7.278298,8,Oberlangen,DE
T3,02:00:00:01:47:64,2026-02-07T18:12:56+00:00,5.4,52.8865704840557,6.10175002910373,1,De Hoeve,NL
T3,02:00:00:7a:be:c8,2026-02-07T18:13:06+00:00,5.5,52.877720441011,6.14878459649471,4,Noordwolde-Zuid,NL
T3,02:00:00:ab:c7:c2,2026-02-07T17:57:05+00:00,5.5,52.911105,6.07373,4,Nijeholtpade,NL
T3,02:00:00:b5:18:b8,2026-02-07T18:13:42+00:00,3.7,52.922086,6.273545,7,Wateren,NL
T3,02:00:00:9b:5e:4a,2026-02-07T18:13:23+00:00,4.6,52.903571,6.39498,12,Hoogersmilde,NL
T3,02:00:00:32:d0:f4,2026-02-07T18:12:16+00:00,4.6,52.9163970947266,6.5425066947937,17,Midden-Drenthe,NL
T3,02:00:00:53:25:3c,2026-02-07T18:17:20+00:00,4.5,52.884023,6.649562,20,Elp,NL
T3,02:00:00:b5:78:ba,2026-02-07T18:14:15+00:00,4.3,52.903035212611,6.81185434075922,19,Ees,NL
T3,02:00:00:3f:40:ca,2026-02-07T18:18:19+00:00,4.2,52.927699,6.796697,14,Borger-Odoorn,NL
T3,02:00:00:6b:20:d4,2026-02-07T18:13:38+00:00,4.1,52.910228,6.803814,16,Ees,NL
T3,02:00:00:02:e5:bc,2026-02-07T18:10:48+00:00,3.0,52.9014186,6.92485650000003,8,2e Exloërmond,NL
T3,02:00:00:03:a8:a6,2026-02-07T18:12:45+00:00,3.9,52.875513,6.94406,7,Valthermond,NL
T3,02:00:00:2f:23:7e,2026-02-07T18:15:52+00:00,3.5,52.8789279647013,7.06344516249374,11,Ter Apel,NL
T3,02:00:00:53:0c:50,2026-02-07T18:17:07+00:00,3.7,52.886712,7.061845,10,Westerwolde,NL
T3,02:00:00:8d:d6:12,2026-02-07T18:11:45+00:00,4.1,52.871292,7.068621,10,Westerwolde,NL
T3,02:00:00:af:27:98,2026-02-07T18:21:28+00:00,2.5,52.8898446,7.16555250000002,11,Sustrum,DE
T3,02:00:00:bd:fc:a8,2026-02-07T18:14:13+00:00,3.2,52.901029,7.167585,12,Sustrum,DE
T3,02:00:00:7f:90:2e,2026-02-07T18:19:33+00:00,3.9,52.927537,7.126903,8,Sellingen,NL
T3,02:00:00:74:0c:e6,2026-02-07T18:15:18+00:00,3.3,52.889645,7.224238,10,Neusustrum,DE
T3,02:00:00:af:94:a6,2026-02-07T18:15:58+00:00,3.8,52.894403,7.300858,9,Fresenburg,DE
T3,02:00:00:17:7b:a6,2026-02-07T18:17:22+00:00,3.3,52.9231644,7.30711480000002,6,Kluse,DE
T3,02:00:00:53:1e:a6,2026-02-07T18:18:53+00:00,5.6,52.948374,6.055076,2,Nieuwehorne,NL
T3,02:00:00:c2:2c:4e,2026-02-07T18:19:55+00:00,5.3,52.9516612392132,6.06030158098667,2,Nieuwehorne,NL
T3,02:00:00:64:15:9a,2026-02-07T18:17:44+00:00,6.0,52.9776932970039,6.14744205252301,3,Heerenveen,NL
T3,02:00:00:ab:e7:e4,2026-02-07T18:19:01+00:00,5.5,52.966674,6.1859,6,Nijeberkoop,NL
T3,02:00:00:a4:2b:64,2026-02-07T18:19:21+00:00,5.4,52.982177734375,6.21806049346924,7,Makkinga,NL
T3,02:00:00:2c:8f:98,2026-02-07T18:18:01+00:00,4.4,52.964286,6.241189,6,Makkinga,NL
T3,02:00:00:05:f3:1e,2026-02-07T18:15:55+00:00,4.8,52.9851,6.274969,4,Ooststellingwerf,NL
T3,02:00:00:a2:66:52,2026-02-07T18:11:36+00:00,4.9,52.987505,6.29102,5,Oosterwolde,NL
T3,02:00:00:a4:4f:8e,2026-02-07T18:21:01+00:00,4.4,52.9717063903809,6.34434747695923,8,Fochteloo,NL
T3,02:00:00:00:73:9e,2026-02-07T18:17:21+00:00,6.1,52.946963,6.38285900000004,10,Ooststellingwerf,NL
T3,02:00:00:bd:d5:e8,2026-02-07T18:15:19+00:00,4.7,52.947366,6.456801,15,Smilde,NL
T3,02:00:00:7a:94:58,2026-02-07T18:12:30+00:00,4.7,52.9505014257726,6.45485621273608,13,Smilde,NL
T3,02:00:00:53:52:3a,2026-02-07T18:11:31+00:00,5.0,52.9893608093262,6.53001165390015,12,Assen,NL
T3,02:00:00:1f:49:4e,2026-02-07T18:11:33+00:00,5.2,52.9870326129115,6.56575262546539,10,Assen,NL
T3,02:00:00:90:d4:4c,2026-02-07T18:15:27+00:00,4.9,52.991906,6.561125,12,Assen,NL
T3,02:00:00:7f:a5:00,2026-02-07T18:16:22+00:00,4.2,52.983601,6.580289,9,Assen,NL
T3,02:00:00:a9:8d:44,2026-02-07T18:19:56+00:00,4.2,52.9312973022461,6.6740665435791,17,Grolloo,NL
T3,02:00:00:c2:2b:b4,2026-02-07T18:14:32+00:00,4.2,52.972721,6.654853,15,Nooitgedacht,NL
T3,02:00:00:a4:4d:4a,2026-02-07T18:17:34+00:00,3.8,52.953837,6.790727,18,Drouwen,NL
T3,02:00:00:2e:e5:92,2026-02-07T18:17:59+00:00,4.4,52.957939,6.93822,6,Nieuw-Buinen,NL
T3,02:00:00:58:de:dc,2026-02-07T18:16:16+00:00,4.6,52.98582,6.970218,6,Stadskanaal,NL
T3,02:00:00:b9:6f:8e,2026-02-07T18:16:42+00:00,2.9,52.9515,6.995458,5,Musselkanaal,NL
T3,02:00:00:ab:ed:7e,2026-02-07T18:15:23+00:00,2.9,52.9641260642183,7.15508057408376,5,Jipsinghuizen,NL
T3,02:00:00:52:d6:a6,2026-02-07T18:12:29+00:00,2.9,52.952456,7.197702,5,Dersum,DE
T3,02:00:00:2c:d8:3c,2026-02-07T18:12:05+00:00,3.7,52.9642378,7.2463032,3,Dersum,DE
T3,02:00:00:83:e9:18,2026-02-07T18:11:39+00:00,3.0,52.9340548532091,7.29514181613922,6,Steinbild,DE
T3,02:00:00:b5:02:fa,2026-02-07T18:19:11+00:00,5.4,53.0015063385558,6.06206203116037,1,Gorredijk,NL
T3,02:00:00:7f:bf:06,2026-02-07T18:17:34+00:00,4.9,53.0017236463184,6.06317789490325,2,Gorredijk,NL
T3,02:00:00:2e:99:b0,2026-02-07T18:19:33+00:00,4.8,53.0015566703352,6.06351557785212,1,Gorredijk,NL
T3,02:00:00:a9:80:94,2026-02-07T18:18:53+00:00,4.6,53.019886,6.238998,3,Donkerbroek,NL
T3,02:00:00:a2:77:c6,2026-02-07T18:16:42+00:00,4.5,52.9979209899902,6.27750539779663,4,Oosterwolde,NL
