city_area,tile_id,device_id,timestamp_amsterdam,temperature_c,latitude,longitude,altitude_m,location_name,country
Utrecht,Utrecht_T1,02:00:00:a9:7a:0e,2026-07-01 23:58:30,17.2,52.140232,5.0987544,0,Tienhoven,NL
Utrecht,Utrecht_T1,02:00:00:37:12:66,2026-07-01 23:57:24,18.0,52.179145,5.068822,0,Breukeleveen,NL
Utrecht,Utrecht_T1,02:00:00:02:f6:0e,2026-07-01 23:54:23,18.7,52.197652,5.132777,2,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:b0:a9:90,2026-07-01 23:58:41,18.9,52.200455,5.136932,3,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:01:ad:e6,2026-07-01 23:58:46,19.7,52.2024453567653,5.13724302708387,4,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:5f:5a:3c,2026-07-01 23:57:32,20.8,52.203813,5.065594,0,Wijdemeren,NL
Utrecht,Utrecht_T1,02:00:00:64:1b:94,2026-07-01 23:56:52,18.2,52.20692,5.09326999999999,1,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:00:10:50,2026-07-02 00:00:52,19.2,52.2050161837691,5.12837827205658,3,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:7b:01:10,2026-07-01 23:55:49,19.3,52.205692,5.131749,1,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:3c:ed:a2,2026-07-01 23:56:53,18.0,52.204017,5.140781,2,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:b9:7b:2e,2026-07-01 23:56:40,19.0,52.204017,5.140781,2,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:a2:46:44,2026-07-01 23:54:23,20.0,52.21016,5.159996,7,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:bd:fd:a6,2026-07-01 23:53:50,19.1,52.2087615,5.16269899999998,13,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:27:70:80,2026-07-01 23:55:29,17.5,52.209459,5.167922,18,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:b5:4f:02,2026-07-01 23:53:07,18.2,52.2167510750697,5.15140235424042,4,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:c3:82:e2,2026-07-02 00:00:55,18.0,52.212936,5.157038,6,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:01:3a:f2,2026-07-01 23:55:39,19.1,52.2149722583813,5.16004279666198,7,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:7a:7b:b6,2026-07-01 23:54:15,19.2,52.216152,5.1599503,9,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:27:9d:5e,2026-07-02 00:00:20,19.5,52.2139047447403,5.17507553100586,15,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:2c:c0:f8,2026-07-01 23:59:11,19.8,52.215289,5.191587,6,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:a9:99:4e,2026-07-02 00:00:41,18.6,52.217244,5.19999860000001,6,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:53:5a:42,2026-07-01 23:58:01,19.7,52.218062,5.125525,1,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:bc:cd:8a,2026-07-01 23:54:48,17.9,52.2181299999999,5.12974530000001,1,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:32:e1:fc,2026-07-01 23:54:52,19.5,52.21986,5.138679,0,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:9c:fe:ea,2026-07-01 23:51:18,20.3,52.221093,5.142468,4,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:37:0a:6e,2026-07-01 23:54:55,19.8,52.218807220459,5.17026710510254,11,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:27:41:20,2026-07-01 23:56:25,18.8,52.221503317108,5.17643809318542,7,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:7f:c0:96,2026-07-01 23:53:22,20.8,52.22016524,5.18491051,8,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:64:32:10,2026-07-01 23:59:45,22.0,52.223183,5.198284,5,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:9b:49:56,2026-07-01 23:53:07,18.9,52.0555172581761,5.07246375001336,1,Nieuwegein,NL
Utrecht,Utrecht_T1,02:00:00:a9:c0:b8,2026-07-02 00:00:06,19.5,52.058835,5.135174,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:bd:cd:b0,2026-07-01 23:57:01,20.1,52.061641,5.128472,3,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:bd:dc:c4,2026-07-01 23:59:41,18.3,52.0630189775525,5.12959063053131,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:27:58:00,2026-07-02 00:00:32,17.9,52.06631,5.128964,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:2e:c2:fe,2026-07-01 23:55:22,18.2,52.060052,5.134025,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:3e:ec:de,2026-07-01 23:59:03,20.1,52.0628885050208,5.13711911594507,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:28:ec:80,2026-07-01 23:59:30,17.9,52.065526,5.200063,5,Bunnik,NL
Utrecht,Utrecht_T1,02:00:00:63:34:44,2026-07-01 23:56:20,18.3,52.0706,5.0769,0,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:02:f3:b2,2026-07-01 23:56:42,19.6,52.0684013366699,5.10129976272583,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:02:26:50,2026-07-01 23:53:01,18.6,52.0673127854311,5.1019960641861,3,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:29:08:ec,2026-07-01 23:57:34,19.5,52.072575,5.120578,2,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:37:1d:2c,2026-07-01 23:56:05,18.4,52.0740013122559,5.11969995498657,1,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:b5:00:ce,2026-07-01 23:53:54,18.8,52.069854,5.12234250000003,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:a9:6f:5c,2026-07-01 23:56:20,19.3,52.073802947998,5.12334251403809,5,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:1e:2a:90,2026-07-01 23:59:10,18.7,52.070201,5.125238,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:65:70:6e,2026-07-01 23:51:23,16.8,52.069762,5.187772,3,Bunnik,NL
Utrecht,Utrecht_T1,02:00:00:1b:06:58,2026-07-01 23:51:40,16.2,52.0673070316701,5.19202797330763,5,Bunnik,NL
Utrecht,Utrecht_T1,02:00:00:00:ec:e0,2026-07-02 00:00:46,20.3,52.0783359526579,5.11196332515445,6,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:a9:6f:60,2026-07-01 23:57:28,21.5,52.079962,5.114904,2,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:2f:04:02,2026-07-01 23:56:56,19.9,52.08055,5.122316,6,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:9c:fc:b4,2026-07-01 23:56:23,19.1,52.0790023803711,5.13050746917725,2,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:69:29:62,2026-07-01 23:56:36,20.5,52.0756661902043,5.13833000000005,6,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:90:79:e6,2026-07-01 23:56:15,19.8,52.07892,5.14051000000002,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:53:25:54,2026-07-01 23:54:32,18.6,52.081985,5.087011,2,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:2f:06:e0,2026-07-01 23:53:16,17.6,52.085492,5.089611,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:01:04:a2,2026-07-02 00:01:00,18.2,52.086276,5.08958300000004,8,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:b5:08:94,2026-07-01 23:55:57,19.2,52.0842805951218,5.12355080298444,8,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:52:de:e4,2026-07-01 23:59:26,20.5,52.08746,5.132928,3,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:63:37:c0,2026-07-01 23:54:02,21.1,52.0846376741441,5.14990675244556,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:84:9e:e4,2026-07-02 00:00:17,18.8,52.085608,5.153452,1,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:58:71:a0,2026-07-02 00:00:17,20.9,52.0910855835456,5.06979963657994,0,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:8d:c3:0e,2026-07-01 23:54:22,20.8,52.09396,5.067146,1,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:5e:f9:3e,2026-07-01 23:56:37,19.5,52.095,5.06790999999997,2,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:b5:8a:96,2026-07-01 23:52:32,18.3,52.0890953545022,5.07631123065949,1,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:02:ab:72,2026-07-01 23:52:38,18.8,52.089195,5.089759,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:70:58:26,2026-07-01 23:57:12,18.3,52.093772,5.087235,3,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:6b:3c:16,2026-07-01 23:56:25,20.8,52.091095,5.0926576,2,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:b9:42:72,2026-07-01 23:56:54,20.6,52.0899963378906,5.09774255752563,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:52:c7:3e,2026-07-01 23:54:54,20.8,52.090397,5.101962,3,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:7a:ee:e8,2026-07-01 23:56:07,19.1,52.094554901123,5.10336303710938,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:3c:db:f4,2026-07-01 23:58:31,20.7,52.092422,5.120636,12,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:bd:cf:26,2026-07-02 00:00:44,19.8,52.0907374,5.12142010000002,18,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:27:49:d0,2026-07-02 00:01:27,19.3,52.091476,5.122634,10,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:5f:23:9a,2026-07-01 23:54:39,20.9,52.0947967203465,5.12172407991812,9,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:5e:ef:2e,2026-07-01 23:58:20,19.2,52.09442,5.134765,6,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:5f:20:04,2026-07-01 23:58:43,19.1,52.0938845651776,5.13856323934985,6,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:7a:71:9a,2026-07-01 23:56:56,18.8,52.096183,5.065176,1,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:c3:a6:ae,2026-07-01 23:53:25,19.2,52.0966653034839,5.07333587462335,0,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:bd:c5:ea,2026-07-02 00:00:22,20.0,52.1026685527433,5.09375521405393,1,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:52:d7:a4,2026-07-01 23:57:56,18.8,52.101415,5.10791,5,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:28:df:e8,2026-07-01 23:56:11,18.4,52.09981,5.11318999999998,4,Utrecht,NL
Utrecht,Utrecht_T1,02:00:00:b5:97:f6,2026-07-02 00:01:17,19.4,52.100982,5.113231,4,Utrecht,NL
