city_area,tile_id,device_id,timestamp_amsterdam,temperature_c,latitude,longitude,altitude_m,location_name,country
Utrecht,Utrecht_T1,02:00:00:a9:7a:0e,2026-02-17 20:31:00,3.3,52.140232,5.0987544,0,Tienhoven,NL
Utrecht,Utrecht_T1,02:00:00:1b:0e:48,2026-02-17 20:34:21,4.2,52.155,5.175,4,Maartensdijk,NL
Utrecht,Utrecht_T1,02:00:00:a4:7b:58,2026-02-17 20:31:35,4.1,52.173249,5.071005,0,Breukeleveen,NL
Utrecht,Utrecht_T1,02:00:00:37:12:66,2026-02-17 20:34:46,4.2,52.179145,5.068822,0,Breukeleveen,NL
Utrecht,Utrecht_T1,02:00:00:02:f6:0e,2026-02-17 20:33:07,4.3,52.197652,5.132777,2,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:b0:a9:90,2026-02-17 20:35:42,4.5,52.200455,5.136932,3,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:64:1b:94,2026-02-17 20:35:33,4.4,52.20692,5.09326999999999,1,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:7a:8e:26,2026-02-17 20:35:59,4.0,52.205303,5.096588,0,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:00:10:50,2026-02-17 20:37:08,4.3,52.2050161837691,5.12837827205658,3,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:7b:01:10,2026-02-17 20:30:17,4.3,52.205692,5.131749,1,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:3c:ed:a2,2026-02-17 20:31:11,4.4,52.204017,5.140781,2,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:b9:7b:2e,2026-02-17 20:34:15,5.1,52.204017,5.140781,2,Loosdrecht,NL
Utrecht,Utrecht_T1,02:00:00:a2:46:44,2026-02-17 20:38:39,4.8,52.21016,5.159996,7,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:bd:fd:a6,2026-02-17 20:36:10,4.8,52.2087615,5.16269899999998,13,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:b5:4f:02,2026-02-17 20:38:05,4.3,52.2167510750697,5.15140235424042,4,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:01:3a:f2,2026-02-17 20:35:56,4.5,52.2149722583813,5.16004279666198,7,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:70:5f:4c,2026-02-17 20:38:27,4.1,52.2131071,5.161144,11,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:6b:62:1c,2026-02-17 20:33:41,4.2,52.215113,5.161173,9,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:27:9d:5e,2026-02-17 20:33:39,5.2,52.2139047447403,5.17507553100586,15,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:2c:c0:f8,2026-02-17 20:38:05,5.3,52.215289,5.191587,6,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:a9:99:4e,2026-02-17 20:38:30,4.8,52.217244,5.19999860000001,6,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:bc:cd:8a,2026-02-17 20:36:06,4.2,52.2181299999999,5.12974530000001,1,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:9c:fe:ea,2026-02-17 20:31:18,4.8,52.221093,5.142468,4,Hilversum,NL
Utrecht,Utrecht_T1,02:00:00:70:52:52,2026-02-17 20:33:41,4.6,52.2197,5.1654,8,Hilversum,NL
